ACCOMMODATION_CODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_SUB_STATUS,ACCOMMODATION_LIVE_DATE,ACCOMMODATION_REV_MAN_CHECK,ACCOMMODATION_CONTRACT_CHECK,ACCOMMODATION_CHANNEL,ACCOMMODATION_STATUS_CODE_DESCRIPTION,ACTIVE_LIVE_FLAG,ACCOMMODATION_COMPANY,PROPERTY_COMPANY,ACCOMMODATION_GROUP_CODE,ACCOMMODATION_GROUP,ACCOMMODATION_GROUP_COUNTRY,ACCOMMODATION_GROUP_TYPE,ACCOMMODATION_GROUP_CITY,ACCOMMODATION_GROUP_LANGUAGE,ACCOMMODATION_GROUP_NUMBER_OF_STARS,ACCOMMODATION_QUALITY_CHECK,ACCOMMODATION_COUNTRY_CODE,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION_CODE,ACCOMMODATION_REGION,ACCOMMODATION_SKI_AREA,ACCOMMODATION_SKI_AREA_COUNTRY,ACCOMMODATION_SKI_AREA_REGION,ACCOMMODATION_PROVINCE,ACCOMMODATION_MUNICIPALITY,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_ADDRESS,ACCOMMODATION_PRODUCT,REPORTS_TO,SALES_MANAGER,SALES_AGENT,SALES_AGENT_LARS_ID,ORIGINAL_AGENT,ORIGINAL_AGENT_LARS_ID,COMPETITOR_CODE,COMPETITOR,CONTRACT_TYPE,CONTRACT_ID,CONTRACT_DATE,CONTRACT_SIGNED_DT,CONTRACT_ATTACHMENT_DATE,CONTRACT_SIGNED_IP,CONTRACT_TERMINATION_REASON,NOT_INTERESTED_REASON,OPTIONS_ALLOWED,PROPERTY_SERVICES,PROPERTY_SERVICES_CONTRACT_START_DATE,PROPERTY_SERVICES_CONTRACT_END_DATE,ACCOMMODATION_RANK,ACCOMMODATION_RENT_LICENSE,ACCOMMODATION_RENT_LICENSE_REFERENCE,NUM_PLANNINGS,PLANNING_CODES,TO_CODES,TO_NAMES,ACCOMMODATION_CADASTER_TYPE,ACCOMMODATION_CADASTER_ID,ACCOMMODATION_SERVICE,ACCOMMODATION_HOUSE_ERROR,ACCOMMODATION_UPGRADE_STATUS,ACCOMMODATION_TAKEN_OVER_FROM,ACCOMMODATION_TAKEN_OVER_FROM_DATE,ACCOMMODATION_CREATION_DATE,ACCOMMODATION_DDATE,ACCOMMODATION_WDATE,CGT_BELGIUM,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_NUMBER_OF_BATHROOMS,ACCOMMODATION_NUMBER_OF_BEDROOMS,ACCOMMODATION_BUILDING_STRUCTURE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_ALLOTMENT_CODE,INDICATOR_PETS_ALLOWED,ACCOMMODATION_HOMEOWNER_TIPS,ACCOMMODATION_SIZE,ACCOMMODATION_COMBI_PLANNING,HOMEOWNER_CAN_MODIFY_ADDITIONAL_COSTS,LAST_MINUTE_ON_REQUEST_DAYS,ACCOMMODATION_PRICE_EXTENTION,ACCOMMODATION_PRICE_TEMPLATE,ACCOMMODATION_PRICE_METHOD,PRICE_CONTROL_MAXIMUM_PURCHSE_PRICE_DEVIVATION,INCLUDED_WEBSITES,EXCLUDED_WEBSITES,NOT_TO_BOOKINGCOM,NOT_TO_HOMEAWAY,NOT_TO_AIRBNB,OTA_CHECK_AIRBNB,OTA_CHECK_BOOKINGCOM,OTA_CHECK_HOMEAWAY,NUMBER_OF_ERRORS_ON_AIRBNB,NUMBER_OF_ERRORS_ON_BOOKINGCOM,NUMBER_OF_ERRORS_ON_HOMEAWAY,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_TYPE,INDICATOR_DETACHED,ACCOMMODATION_NUMBER_OF_STARS,ACCOMMODATION_NUMBER_OF_COMPLAINTS,ACCOMMODATION_NUMBER_OF_DAMAGES,ACCOMMODATION_NUMBER_OF_SOS,ACCOMMODATION_NUMBER_OF_DEPOSIT,ACCOMMODATION_NUMBER_OF_RELOCATION,ACCOMMODATION_NUMBER_OF_GUESTBOOKS,ACCOMMODATION_REVIEW_SCORE,ACCOMMODATION_NAME,HOMEOWNER_TRAFFIC_LIGHT,ACCOMMODATION_NUMBER_OF_PHOTOS,ACCOMMODATION_PHOTO_CHECK_SCORE,ACCOMMODATION_PHOTO_CONTENT_SCORE,ACCOMMODATION_PHOTO_CHARM_SCORE,ACCOMMODATION_PHOTO_MIX_SCORE,ACCOMMODATION_PHOTO_SPECS_SCORE,ACCOMMODATION_PHOTO_PRINT,ACCOMMODATION_PHOTOGRAPHY_BY,OWNER_LOGIN,OWNER_ID,OWNER_TYPE,OWNER_COMMUNICATION_CODE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_AMBASSADOR,OWNER_COMPANY_ID,OWNER_COMPANY_NAME,OWNER_ORIGIN,OWNER_MKT_SOURCE_LEAD,HOMEOWNER_CREATION_DATE,OWNER_LAST_LOGIN_DATE,OWNER_WEBSITE,OWNER_PREFFERRED_PARTNER_PROGRAM,OWNER_PPP_ACCOUNT_MANAGER,OWNER_DND,CARETAKER_ID,CARETAKER_COUNTRY_CODE,CARETAKER_CITY,CARETAKER_ZIPCODE,CARETAKER_COMMUNICATION_CODE,CARETAKER_LANGUAGE_CODE,SAME_PERSON,HOPG
FR-00087-77,48.648337,-4.21415,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-2774,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00087-77-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,2.0,0.0,1.0,1.0,Apartment,Apartment,,N,,30.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not enough amenities (5 is minimum) | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,8.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Plouescat,Green,16.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/536450_lsr_20250120205427527.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00089-38,43.522598,4.140316,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-2937,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00089-38-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,4.0,0.0,1.0,1.0,Apartment,Apartment,,N,,31.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Le Cormoran,Green,28.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/536611_lsr_20250120214639066.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00090-92,47.556191,-3.135756,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-3091,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00090-92-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,5.0,0.0,1.0,2.0,Apartment,Apartment,,N,,60.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Atanaoua,Green,25.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/536764_lsr_20250120223112561.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00091-33,47.478829,-3.115104,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-3132,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00091-33-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,3.0,0.0,1.0,1.0,Apartment,Apartment,,N,,44.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Résidence Les Dunes,Green,17.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/536804_lsr_20250120224144187.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00091-56,43.642527,4.727761,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-3155,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00091-56-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,2.0,0.0,1.0,1.0,Apartment,Apartment,,N,,35.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Raphele-les-Arles,Green,24.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/536827_lsr_20250120224712333.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00093-99,47.585258,-3.029121,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-3398,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00093-99-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,3.0,0.0,1.0,1.0,Apartment,Apartment,,N,,30.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Er Velin,Green,28.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537069_lsr_20250121002050881.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00094-24,47.587401,-3.029038,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-3423,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00094-24-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,4.0,0.0,2.0,2.0,Apartment,Apartment,,N,,50.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Le Galion,Green,19.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537094_lsr_20250121003217229.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00098-67,42.731451,3.032888,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-3864,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00098-67-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,57.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | The accommodation has pricestructure errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,7.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Sainte Marie Plage,Green,24.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537534_lsr_20250121045224867.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00100-54,43.08216,5.808865,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-4052,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00100-54-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,4.0,0.0,2.0,2.0,Apartment,Apartment,,N,,80.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Résidence Lou Mazet,Green,24.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537720_lsr_20250121055309090.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00100-75,41.524269,9.218591,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-4073,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00100-75-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,4.0,0.0,1.0,2.0,Apartment,Apartment,,N,,50.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Maison de Vacances Sotta,Green,20.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537741_lsr_20250121055808428.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00101-62,45.454934,6.901607,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-4159,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00101-62-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,4.0,0.0,1.0,1.0,Apartment,Apartment,,N,,40.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Location de Vacances Tignes - val claret 373,Green,9.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537827_lsr_20250121062232200.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00101-65,45.457113,6.900019,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),250120-4162,2025-01-20,,,,,,Y,N,,,Bronze,,,1.0,FR-00101-65-01,,,,,HOS HomeOwner Service,Yes,,,,2025-01-20,,,,6.0,7.0,1.0,1.0,Apartment,Apartment,,Y,,36.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ER | CM | BC | HA | ABB | EXP | TRP | GVR | DC | WP | ABB_CLEANING | ABB_PETS | BC_CLEANING | BC_PETS | TFW | ABB_NON_REFUNDABLE,True,True,True,The accommodation has errors | The accommodation has pricestructure errors | On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Accommodation level | Not to Airbnb option checked on Host level | No availability on Accommodation,The accommodation has errors | Not to Booking.com option checked on Accommodation level | Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,Not to HomeAway option checked on Accommodation level | The accommodation has errors | The accommodation has pricestructure errors | Missing short english description or is less then 10 characters | No bedroom with beds available,7.0,6.0,5.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Location de Vacances Tignes - val claret 263,Green,14.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/537830_lsr_20250121062320352.jpg,,Nooit,1077124.0,Partner,E,EN,FR,,,,BVAG,,Eigen netwerk,,2025-01-20,1900-01-01,,,,No,,,,,,,homeowner same as caretaker,NOT LIVE
FR-00103-81,43.551384,7.022395,D,ACTIVE,,NotActioned,NotActioned,Other,Definite,ACTIVE,BVAG,BELVILLA,,,,,,,,Niet gecheckt,FR,France,,,,,,,,,,,Zuid-Frankrijk,Sophie Gouraud,,Sophie Gouraud,sophieg,Sophie Gouraud,sophieg,,,On request rental price contract (FMNE),251023-945,2025-10-23,,,,,,Y,N,,,Bronze,,,1.0,FR-00103-81-01,,,,,HOS HomeOwner Service,,,,,2025-10-23,,,,5.0,0.0,1.0,2.0,Apartment,Apartment,,N,,45.0,no,No,5,Auto,Flat Price Structure,LOS,0.0,BV,ABB_PETS | ABB_CLEANING | ABB_NON_REFUNDABLE | BC_CLEANING | BC_PETS | ER | CM | BC | TFW | ABB | DC,True,False,True,On request contract accommodations are not allowed | Accommodations without address are not allowed | Not to Airbnb option checked on Host level | EN property name length > 50 update in ovh-ota | IT property name length > 50 update in ovh-ota | PL property name length > 50 update in ovh-ota | No availability on Accommodation,Not to Booking.com option checked on Host level | On request accommodations are not allowed | Accommodations without address are not allowed | Accommodations without zipcode are not allowed,No bedroom with beds available,7.0,4.0,1.0,,,,,Apartment,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Appartements à Cannes,Green,19.0,0.0,,,,,http://cdn.leisure-group.net/photo/web/2048x1365/592857_lsr_20251023140410491.jpg,,Nooit,1081503.0,Partner,E,FR,FR,,,,BVAG,,Eigen netwerk,,2024-09-26,1900-01-01,,Yes,Karl Vannerem,No,,,,,,,homeowner same as caretaker,NOT LIVE
