HOUSE_ID,PROPERTY_COMPANY,FINANCIAL_ENTITY,BOOKING_ID,ORIGINAL_BOOKING_ID,BOOKING_BRAND,CHANNEL_LARS,CHANNEL_TYPE,CHANNEL_TYPE_GROUP,PARTNER_TYPE,PARTNER_CODE,PARTNER_NAME,PARTNER_NAME_GROUP,WEBSITE_ORIGIN,ACCOMMODATION_CODE,HOMEOWNER_ID,BOOKING_STATUS,BOOKING_STATUS_CODE,BOOKING_STATUS_DESCRIPTION,BOOK_DATE_OF_BOOKING,ARRIVAL_DATE,DEPARTURE_DATE,FIRST_INSTALLMENT_PROCESSED_DATE,CANCELLATION_DATE,CANCELLATION_BLAME,CANCELLATION_REASON,CANCELLATION_REASON_DESCRIPTION,RATE_PLAN_CODE,INPT_ACCO_KEY,CANCELLATION_POLICY,LARS_FM_TAG,FLEXIBLE_CANCELLATION,CANCELLATION_REQUEST,CANCELLATION_REQUEST_DATE,SELF_CANCELLATION_ALLOWED,CANCELLED_BY,SALES_CANCEL_COST,PROPERTY_CONTRACT_TYPE,PROPERTY_CONTRACT_TYPE_ACCOUNTING,PROPERTY_COUNTRY_CODE,PROPERTY_COUNTRY_NAME,PROPERTY_COUNTRY_GROUP,PROPERTY_REGION_CODE,PROPERTY_REGION_NAME,BOOKED_PROPERTY_NUMBER_OF_PERSONS,GUEST_ID,RENTAL_AGREEMENT_GUEST_COUNTRY,GUEST_COUNTRY,PARTY_NUMBER_OF_PERSONS,PARTY_NUMBER_OF_ADULTS,PARTY_NUMBER_OF_CHILDREN,PARTY_NUMBER_OF_BABIES,PARTY_NUMBER_OF_PETS,PROPERTY_BRAND,PROPERTY_CONTRACT_SEGMENT,PROPERTY_LOCAL_OFFICE_ID,PROPERTY_LOCAL_OFFICE_NAME,PROPERTY_STATUS,PROPERTY_CREATED_DATE,PROPERTY_CUR_ACTIVE_DATE,PROPERTY_CHURN_DATE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_ACCOMMODATION_TYPE,PROPERTY_ACCO_DESCRIPTION,PROPERTY_NUMBER_OF_PERSONS,PROPERTY_BEDROOM_COUNT,PROPERTY_NUM_ROOMS,CURRENCY,PAYMENT_AT_BOOKING,REVENUE_GROSS_BOOKING_VALUE,REVENUE_SERVICE,REVENUE_CLEANING,REVENUE_BOOKING_FEE,REVENUE_CANCELLATION_INSURANCE,REVENUE_PAYMENT_CHARGES_GUEST,REVENUE_RENT,REVENUE_OTHER,REVENUE_CANCELLATION_FEE,DISCOUNT_RELATION_AND_PROMOTIONAL,DISCOUNT_LAST_MINUTE,DISCOUNT_REBOOKING,DISCOUNT_SURVEY,DISCOUNT_TOTAL_OYO,DISCOUNT_LAST_MINUTE_HOMEOWNER,DISCOUNT_REBOOKING_HOMEOWNER,DISCOUNT_TOTAL_HOMEOWNER,COST_PURCHASE_TOTAL,COST_HOMEOWNER_PAYMENT,COST_INSURANCE,COST_COMMISSION_TOTAL,COST_AFFILIATE_COMMISSION,COST_AGENT_COMMISSION,COST_OTHER,BOOKED_GBV,CANCELLED_GBV,META_SRC_LOAD_TS,META_SRC_NAME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2025-01-20,,46.1409,1.13079,Unknown,Apartment,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DP,,2017-04-19,,45.093306,6.067736,Park,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,W,,2003-10-23,2006-06-24,52.14321,4.39485,Park,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,L,,,,47.25374,11.60149,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35884,DANLAND,DC,2017-152142,,DL,,INDIR,Unallocated,Tour Operator,,SCHULFAHRT TOURISTIK SFT GMBH,OTHER,,35884,,CANCELLED,,,2017-01-18,2017-07-02,2017-07-11,2017-01-18,2017-01-30,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,LØJT,4.0,,,DE,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,913.0,-913.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,W,,2019-07-11,2023-04-04,44.088631,9.762784,Park,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,,,41.778524,8.759996,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,NI,,,,45.1456,14.66226,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,DE,,2025-05-21,,52.615611,4.621887,House,Holiday home,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15391,DANLAND,DC,2017-116102,,DL,,INDIR,Unallocated,Local Offices,,DANLAND BLOKHUS,OTHER,,15391,,CANCELLED,,,2016-10-17,2017-03-09,2017-03-12,,2017-01-03,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,0.0,,,NO,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,223.01,-223.01,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,46.34406,-1.43879,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,DP,,2025-03-03,,54.418296,10.287551,House,Holiday home,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria,,,,,,,,,,,,,,,,W,,2010-10-23,2012-04-04,47.452855,12.311325,House,Holiday home,8.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,50.69757,5.25553,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,W,,2012-12-11,2014-04-08,,,Unknown,Villa,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,NI,,,,50.03229,4.92099,Unknown,Cottage,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,L,,,,39.65526,-106.82865,Unknown,Mobile Home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35767,DANLAND,DC,2017-187048,,DL,,INDIR,Unallocated,OTA,,WOLTERS REISEN GMBH,OTHER,,35767,,BOOKING,,,2017-03-04,2017-07-22,2017-07-29,2017-03-04,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,LØJT,4.0,,,DE,4.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,858.0,,65.0,16.0,52.0,,,,0.0,,,,,,,,,,501.21,,110.76,110.76,,,858.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,P,,,,42.31902,3.2282,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2008-10-07,2009-09-22,49.052642,14.433272,House,Holiday home,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58215,DANLAND,DC,2017-224930,,DL,,INDIR,Unallocated,Local Offices,,DANFERIE,OTHER,,58215,,BOOKING,,,2017-05-03,2017-07-19,2017-07-26,2017-05-11,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BØNNERUP STRAND,0.0,,,NO,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,921.93,,51.57,12.25,55.25,,,,0.0,,,,,,,,,,472.28,,0.0,0.0,,,921.93,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,,,45.220995,6.236222,Unknown,Apartment,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2005-06-13,2008-08-25,46.10883,7.50016,House,Chalet,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,P,,,,43.429668,5.434833,House,Holiday home,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,D,,,,36.36368,-5.23314,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-06-03,,35.787912,-119.249577,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36735,DANLAND,DC,2018-137601,,DL,,DIR,Unallocated,,,,,www.danland.dk,36735,,BOOKING,,,2017-12-29,2018-05-14,2018-05-17,2017-12-29,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KARREBÆKSMINDE,2.0,,,DK,2.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,132.96,,60.56,13.45,10.36,,,,0.0,,,,,,,,,,66.22,,0.0,0.0,,,132.96,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2000-02-10,2000-07-19,,,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,D,,2025-10-22,,45.156295,6.071966,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-17,,45.091293,6.061965,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,OW,,,,46.661754,4.026509,House,Cottage,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,DE,,2024-12-17,,41.162846,1.438973,Unknown,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,NI,,,,41.148269,-8.602786,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,NI,,,,51.91696,4.39882,Unknown,Apartment,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,IV,,,,53.325545,6.000146,House,Holiday home,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,W,,1996-12-24,2000-11-14,,,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,36.744336,-3.61476,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,P,,,,43.41293,-2.90263,Unknown,Holiday home,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,W,,2008-03-01,2014-05-13,,,Unknown,Holiday home,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,44.72772,10.39594,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,36.557223,-4.673148,Unknown,Apartment,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,42.42068,12.10767,Unknown,Villa,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-31,,50.215336,1.622655,Unknown,Apartment,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-05-24,,42.264485,-89.022003,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15453,DANLAND,DC,2017-204452,,DL,,INDIR,Unallocated,Courses,,DANLAND BLOKHUS KURSUS/,OTHER,,15453,,BOOKING,,,2017-03-29,2017-08-25,2017-08-26,2017-03-29,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,BLOKHUS,0.0,,,DK,0.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,70.92,,14.53,0.0,6.32,,,,0.0,,,,,,,,,,53.84,,0.0,0.0,,,70.92,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-17,,42.868943,3.046651,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-30,,46.783288,-2.070549,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,NI,,,,41.16894,-8.59062,Unknown,Apartment,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-23,,44.97607,6.505482,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,,,42.38411,9.531412,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,41.456751,12.893239,House,Holiday home,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,2004-10-28,2012-02-23,,,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,W,,2008-07-07,2013-01-01,51.094967,0.539132,House,Cottage,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,IV,,,,37.08907,-8.24788,Unknown,Villa,14.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-05-21,,32.92368,-96.901577,Unknown,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,L,,,,43.90903,8.07705,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,43.77448,7.49754,Unknown,Apartment,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,DP,,2024-09-25,,45.21106,13.645996,House,Villa,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-12-17,,43.07705,5.81271,Unknown,Apartment,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,D,,2025-11-13,,42.745197,10.376125,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,53.30706,14.64896,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,NI,,,,45.50797,10.51654,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,1997-12-19,2003-10-02,,,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Croatia,,,,,,,,,,,,,,,,W,,2020-07-31,2021-10-31,44.704977,14.979059,Apartment,Apartment,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,47.376887,8.541694,House,Holiday home,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,34.02324,-84.36156,Unknown,Farmhouse,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06170,DANCENTER,DC,2018-341124,422568,AdS,,INDIR,Unallocated,OTA,,FEJO.DK - ADMIRAL STRAND - EUR,OTHER,,06170,,BOOKING,,,2018-02-07,2018-03-30,2018-04-06,2018-04-06,,,,,,,,,,,,,,,FME,PRINCIPAL,DK,Denmark,,,RINDBY,5.0,,,DE,5.0,,,,,,,,,,,,,,,,,,,,EUR,,634.0,,95.0,0.0,28.0,,,,0.0,,,,,,,,,,436.95,,52.0,52.0,,,634.0,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,L,,,,40.905649,0.815539,Unknown,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,DE,,2025-03-17,,51.546568,3.642588,House,Holiday home,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36791,DANLAND,DC,2018-180834,,DL,,DIR,Unallocated,,,,,www.danland.dk,36791,,BOOKING,,,2018-02-20,2018-07-08,2018-07-13,2018-02-20,,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,GILLELEJE/TINKERUP,2.0,,,NO,2.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,1080.65,,63.86,13.44,64.93,,,,0.0,,,,,,,,,,614.55,,0.0,0.0,,,1080.65,0.0,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,38.12635,15.11293,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,W,,1999-12-14,2007-11-07,44.93095,6.72331,House,Holiday home,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36744,DANLAND,DC,2017-220359,,DL,,INDIR,Unallocated,OTA,,FOLKEFERIE.DK,OTHER,,36744,,CANCELLED,,,2017-04-26,2017-07-22,2017-07-29,2017-05-09,2017-06-09,,,,,,,,,,,,,,Park,PRINCIPAL,DK,Denmark,,,KARREBÆKSMINDE,8.0,,,DK,8.0,,,,,,Agency Park,,,,,,,,,,,,,,EUR,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,,,748.31,-748.31,2026-01-29 13:40:21.175429+00:00,AS400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,26.27119,-80.2706,Unknown,Holiday home,10.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,D,,2025-07-12,,28.812108,-96.972615,Unknown,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,39.83159,18.35201,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,D,,,,45.267003,6.298634,Unknown,Apartment,8.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,DE,,2024-11-01,,45.45457,6.89961,Unknown,Apartment,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,P,,,,40.70225,17.66158,Unknown,Villa,7.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,NI,,,,43.80534,4.65669,Unknown,Holiday home,6.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,DP,,2024-03-13,,54.550174,13.224227,House,Villa,6.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,NI,,,,52.30104,7.15785,Unknown,Holiday home,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,D,,2024-05-06,,54.570107,13.467993,House,Holiday home,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,P,,,,45.50511,-122.67503,Unknown,Holiday home,16.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,L,,,,53.388186,5.28427,Park,Holiday home,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,,,,,,,,,DP,,2025-01-28,,37.097141,-8.470955,House,Villa,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,NI,,,,38.0665,-0.7824,Unknown,Apartment,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
