ACCOMMODATION_CODE,ACCOMMODATION_NAME,ACCOMMODATION_TYPE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_CHANNEL,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_SIZE,CONTRACT_TYPE,CONTRACT_DATE,PLANNING_CODES,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_REVIEW_SCORE,OWNER_ID,OWNER_TYPE,OWNER_COMPANY_NAME,HOMEOWNER_CREATION_DATE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_WEBSITE
DSJ01002-CYA,A1 for 2 Pers/Byferie/Holiday resort Ribe,Apartment,Apartment,DP,,Denmark,Jütland,Ribe,6760,55.32392,8.761567,2,0,54.0,Net,,DSJ01002-CYA-01 - DSJ01002-CYA-02 - DSJ01002-CYA-03 - DSJ01002-CYA-04 - DSJ01002-CYA-05 - DSJ01002-CYA-06 - DSJ01002-CYA-07 - DSJ01002-CYA-08 - DSJ01002-CYA-09 - DSJ01002-CYA-10 - DSJ01002-CYA-11 - DSJ01002-CYA-12 - DSJ01002-CYA-13 - DSJ01002-CYA-14 - DSJ01002-CYA-15 - DSJ01002-CYA-16 - DSJ01002-CYA-17 - DSJ01002-CYA-18 - DSJ01002-CYA-19 - DSJ01002-CYA-20 - DSJ01002-CYA-21 - DSJ01002-CYA-22 - DSJ01002-CYA-23 - DSJ01002-CYA-24 - DSJ01002-CYA-25 - DSJ01002-CYA-26 - DSJ01002-CYA-27 - DSJ01002-CYA-28 - DSJ01002-CYA-29 - DSJ01002-CYA-30 - DSJ01002-CYA-31 - DSJ01002-CYA-32 - DSJ01002-CYA-33 - DSJ01002-CYA-34 - DSJ01002-CYA-35 - DSJ01002-CYA-36 - DSJ01002-CYA-37 - DSJ01002-CYA-38 - DSJ01002-CYA-39 - DSJ01002-CYA-40 - DSJ01002-CYA-41 - DSJ01002-CYA-42 - DSJ01002-CYA-43 - DSJ01002-CYA-44 - DSJ01002-CYA-45 - DSJ01002-CYA-46 - DSJ01002-CYA-47 - DSJ01002-CYA-48 - DSJ01002-CYA-49 - DSJ01002-CYA-50 - DSJ01002-CYA-51 - DSJ01002-CYA-52 - DSJ01002-CYA-53 - DSJ01002-CYA-54 - DSJ01002-CYA-55 - DSJ01002-CYA-56 - DSJ01002-CYA-57 - DSJ01002-CYA-58 - DSJ01002-CYA-59 - DSJ01002-CYA-60 - DSJ01002-CYA-61 - DSJ01002-CYA-62 - DSJ01002-CYA-63 - DSJ01002-CYA-64 - DSJ01002-CYA-65 - DSJ01002-CYA-66 - DSJ01002-CYA-67 - DSJ01002-CYA-68 - DSJ01002-CYA-69 - DSJ01002-CYA-70 - DSJ01002-CYA-71 - DSJ01002-CYA-72 - DSJ01002-CYA-73 - DSJ01002-CYA-74 - DSJ01002-CYA-75 - DSJ01002-CYA-76 - DSJ01002-CYA-77 - DSJ01002-CYA-78 - DSJ01002-CYA-79 - DSJ01002-CYA-80 - DSJ01002-CYA-81 - DSJ01002-CYA-82 - DSJ01002-CYA-83 - DSJ01002-CYA-84 - DSJ01002-CYA-85 - DSJ01002-CYA-86 - DSJ01002-CYA-87 - DSJ01002-CYA-88 - DSJ01002-CYA-89 - DSJ01002-CYA-90 - DSJ01002-CYA-91 - DSJ01002-CYA-92 - DSJ01002-CYA-93 - DSJ01002-CYA-94 - DSJ01002-CYA-95 - DSJ01002-CYA-96 - DSJ01002-CYA-97 - DSJ01002-CYA-98 - DSJ01002-CYA-99,,,2964470.0,,9.0,1046038,,,2021-09-24,EN,DK,Ribe,6760,www.ribe-byferie.dk
DSJ01002-CYB,A1 for 4 Pers/Byferie/Holiday resort Ribe,Apartment,Apartment,DP,,Denmark,Jütland,Ribe,6760,55.32392,8.761567,4,0,54.0,Net,,DSJ01002-CYB-01 - DSJ01002-CYB-02 - DSJ01002-CYB-03 - DSJ01002-CYB-04 - DSJ01002-CYB-05 - DSJ01002-CYB-06 - DSJ01002-CYB-07 - DSJ01002-CYB-08 - DSJ01002-CYB-09 - DSJ01002-CYB-10 - DSJ01002-CYB-11 - DSJ01002-CYB-12 - DSJ01002-CYB-13 - DSJ01002-CYB-14 - DSJ01002-CYB-15 - DSJ01002-CYB-16 - DSJ01002-CYB-17 - DSJ01002-CYB-18 - DSJ01002-CYB-19 - DSJ01002-CYB-20 - DSJ01002-CYB-21 - DSJ01002-CYB-22 - DSJ01002-CYB-23 - DSJ01002-CYB-24 - DSJ01002-CYB-25 - DSJ01002-CYB-26 - DSJ01002-CYB-27 - DSJ01002-CYB-28 - DSJ01002-CYB-29 - DSJ01002-CYB-30 - DSJ01002-CYB-31 - DSJ01002-CYB-32 - DSJ01002-CYB-33 - DSJ01002-CYB-34 - DSJ01002-CYB-35 - DSJ01002-CYB-36 - DSJ01002-CYB-37 - DSJ01002-CYB-38 - DSJ01002-CYB-39 - DSJ01002-CYB-40 - DSJ01002-CYB-41 - DSJ01002-CYB-42 - DSJ01002-CYB-43 - DSJ01002-CYB-44 - DSJ01002-CYB-45 - DSJ01002-CYB-46 - DSJ01002-CYB-47 - DSJ01002-CYB-48 - DSJ01002-CYB-49 - DSJ01002-CYB-50 - DSJ01002-CYB-51 - DSJ01002-CYB-52 - DSJ01002-CYB-53 - DSJ01002-CYB-54 - DSJ01002-CYB-55 - DSJ01002-CYB-56 - DSJ01002-CYB-57 - DSJ01002-CYB-58 - DSJ01002-CYB-59 - DSJ01002-CYB-60 - DSJ01002-CYB-61 - DSJ01002-CYB-62 - DSJ01002-CYB-63 - DSJ01002-CYB-64 - DSJ01002-CYB-65 - DSJ01002-CYB-66 - DSJ01002-CYB-67 - DSJ01002-CYB-68 - DSJ01002-CYB-69 - DSJ01002-CYB-70 - DSJ01002-CYB-71 - DSJ01002-CYB-72 - DSJ01002-CYB-73 - DSJ01002-CYB-74 - DSJ01002-CYB-75 - DSJ01002-CYB-76 - DSJ01002-CYB-77 - DSJ01002-CYB-78 - DSJ01002-CYB-79 - DSJ01002-CYB-80 - DSJ01002-CYB-81 - DSJ01002-CYB-82 - DSJ01002-CYB-83 - DSJ01002-CYB-84 - DSJ01002-CYB-85 - DSJ01002-CYB-86 - DSJ01002-CYB-87 - DSJ01002-CYB-88 - DSJ01002-CYB-89 - DSJ01002-CYB-90 - DSJ01002-CYB-91 - DSJ01002-CYB-92 - DSJ01002-CYB-93 - DSJ01002-CYB-94 - DSJ01002-CYB-95 - DSJ01002-CYB-96 - DSJ01002-CYB-97 - DSJ01002-CYB-98 - DSJ01002-CYB-99,,,2964479.0,,9.0,1046038,,,2021-09-24,EN,DK,Ribe,6760,www.ribe-byferie.dk
DSJ01002-DYC,A2 for 7 Pers/Byferie/Holiday resort Ribe,Apartment,Apartment,DP,,Denmark,Jütland,Ribe,6760,55.32392,8.761567,7,0,68.0,Net,,DSJ01002-DYC-01 - DSJ01002-DYC-02 - DSJ01002-DYC-03 - DSJ01002-DYC-04 - DSJ01002-DYC-05 - DSJ01002-DYC-06 - DSJ01002-DYC-07 - DSJ01002-DYC-08 - DSJ01002-DYC-09 - DSJ01002-DYC-10 - DSJ01002-DYC-11 - DSJ01002-DYC-12 - DSJ01002-DYC-13 - DSJ01002-DYC-14 - DSJ01002-DYC-15 - DSJ01002-DYC-16 - DSJ01002-DYC-17 - DSJ01002-DYC-18 - DSJ01002-DYC-19 - DSJ01002-DYC-20 - DSJ01002-DYC-21 - DSJ01002-DYC-22 - DSJ01002-DYC-23 - DSJ01002-DYC-24 - DSJ01002-DYC-25 - DSJ01002-DYC-26 - DSJ01002-DYC-27 - DSJ01002-DYC-28 - DSJ01002-DYC-29 - DSJ01002-DYC-30 - DSJ01002-DYC-31 - DSJ01002-DYC-32 - DSJ01002-DYC-33 - DSJ01002-DYC-34 - DSJ01002-DYC-35 - DSJ01002-DYC-36 - DSJ01002-DYC-37 - DSJ01002-DYC-38 - DSJ01002-DYC-39 - DSJ01002-DYC-40 - DSJ01002-DYC-41 - DSJ01002-DYC-42 - DSJ01002-DYC-43 - DSJ01002-DYC-44 - DSJ01002-DYC-45 - DSJ01002-DYC-46 - DSJ01002-DYC-47 - DSJ01002-DYC-48 - DSJ01002-DYC-49 - DSJ01002-DYC-50 - DSJ01002-DYC-51 - DSJ01002-DYC-52 - DSJ01002-DYC-53 - DSJ01002-DYC-54 - DSJ01002-DYC-55 - DSJ01002-DYC-56 - DSJ01002-DYC-57 - DSJ01002-DYC-58 - DSJ01002-DYC-59 - DSJ01002-DYC-60 - DSJ01002-DYC-61 - DSJ01002-DYC-62 - DSJ01002-DYC-63 - DSJ01002-DYC-64 - DSJ01002-DYC-65 - DSJ01002-DYC-66 - DSJ01002-DYC-67 - DSJ01002-DYC-68 - DSJ01002-DYC-69 - DSJ01002-DYC-70 - DSJ01002-DYC-71 - DSJ01002-DYC-72 - DSJ01002-DYC-73 - DSJ01002-DYC-74 - DSJ01002-DYC-75 - DSJ01002-DYC-76 - DSJ01002-DYC-77 - DSJ01002-DYC-78 - DSJ01002-DYC-79 - DSJ01002-DYC-80 - DSJ01002-DYC-81 - DSJ01002-DYC-82 - DSJ01002-DYC-83 - DSJ01002-DYC-84 - DSJ01002-DYC-85 - DSJ01002-DYC-86 - DSJ01002-DYC-87 - DSJ01002-DYC-88 - DSJ01002-DYC-89 - DSJ01002-DYC-90 - DSJ01002-DYC-91 - DSJ01002-DYC-92 - DSJ01002-DYC-93 - DSJ01002-DYC-94 - DSJ01002-DYC-95 - DSJ01002-DYC-96 - DSJ01002-DYC-97 - DSJ01002-DYC-98 - DSJ01002-DYC-99,,"48461994,1873280",2964487.0,,8.7,1046038,,,2021-09-24,EN,DK,Ribe,6760,www.ribe-byferie.dk
DSJ01002-DYD,A for 5-7 Pers/Byferie/Holiday resort Ribe,Apartment,Apartment,DP,,Denmark,Jütland,Ribe,6760,55.32392,8.761567,7,0,68.0,Net,,DSJ01002-DYD-01 - DSJ01002-DYD-02 - DSJ01002-DYD-03 - DSJ01002-DYD-04 - DSJ01002-DYD-05 - DSJ01002-DYD-06 - DSJ01002-DYD-07 - DSJ01002-DYD-08 - DSJ01002-DYD-09 - DSJ01002-DYD-10 - DSJ01002-DYD-11 - DSJ01002-DYD-12 - DSJ01002-DYD-13 - DSJ01002-DYD-14 - DSJ01002-DYD-15 - DSJ01002-DYD-16 - DSJ01002-DYD-17 - DSJ01002-DYD-18 - DSJ01002-DYD-19 - DSJ01002-DYD-20 - DSJ01002-DYD-21 - DSJ01002-DYD-22 - DSJ01002-DYD-23 - DSJ01002-DYD-24 - DSJ01002-DYD-25 - DSJ01002-DYD-26 - DSJ01002-DYD-27 - DSJ01002-DYD-28 - DSJ01002-DYD-29 - DSJ01002-DYD-30 - DSJ01002-DYD-31 - DSJ01002-DYD-32 - DSJ01002-DYD-33 - DSJ01002-DYD-34 - DSJ01002-DYD-35 - DSJ01002-DYD-36 - DSJ01002-DYD-37 - DSJ01002-DYD-38 - DSJ01002-DYD-39 - DSJ01002-DYD-40 - DSJ01002-DYD-41 - DSJ01002-DYD-42 - DSJ01002-DYD-43 - DSJ01002-DYD-44 - DSJ01002-DYD-45 - DSJ01002-DYD-46 - DSJ01002-DYD-47 - DSJ01002-DYD-48 - DSJ01002-DYD-49 - DSJ01002-DYD-50 - DSJ01002-DYD-51 - DSJ01002-DYD-52 - DSJ01002-DYD-53 - DSJ01002-DYD-54 - DSJ01002-DYD-55 - DSJ01002-DYD-56 - DSJ01002-DYD-57 - DSJ01002-DYD-58 - DSJ01002-DYD-59 - DSJ01002-DYD-60 - DSJ01002-DYD-61 - DSJ01002-DYD-62 - DSJ01002-DYD-63 - DSJ01002-DYD-64 - DSJ01002-DYD-65 - DSJ01002-DYD-66 - DSJ01002-DYD-67 - DSJ01002-DYD-68 - DSJ01002-DYD-69 - DSJ01002-DYD-70 - DSJ01002-DYD-71 - DSJ01002-DYD-72 - DSJ01002-DYD-73 - DSJ01002-DYD-74 - DSJ01002-DYD-75 - DSJ01002-DYD-76 - DSJ01002-DYD-77 - DSJ01002-DYD-78 - DSJ01002-DYD-79 - DSJ01002-DYD-80 - DSJ01002-DYD-81 - DSJ01002-DYD-82 - DSJ01002-DYD-83 - DSJ01002-DYD-84 - DSJ01002-DYD-85 - DSJ01002-DYD-86 - DSJ01002-DYD-87 - DSJ01002-DYD-88 - DSJ01002-DYD-89 - DSJ01002-DYD-90 - DSJ01002-DYD-91 - DSJ01002-DYD-92 - DSJ01002-DYD-93 - DSJ01002-DYD-94 - DSJ01002-DYD-95 - DSJ01002-DYD-96 - DSJ01002-DYD-97 - DSJ01002-DYD-98 - DSJ01002-DYD-99,,,2964494.0,,9.0,1046038,,,2021-09-24,EN,DK,Ribe,6760,www.ribe-byferie.dk
DSJ01002-DYE,C for 4-6 Pers/Byferie/Holiday resort Ribe,Apartment,Apartment,DP,,Denmark,Jütland,Ribe,6760,55.32392,8.761567,6,0,68.0,Net,,DSJ01002-DYE-01 - DSJ01002-DYE-02 - DSJ01002-DYE-03 - DSJ01002-DYE-04 - DSJ01002-DYE-05 - DSJ01002-DYE-06 - DSJ01002-DYE-07 - DSJ01002-DYE-08 - DSJ01002-DYE-09 - DSJ01002-DYE-10 - DSJ01002-DYE-11 - DSJ01002-DYE-12 - DSJ01002-DYE-13 - DSJ01002-DYE-14 - DSJ01002-DYE-15 - DSJ01002-DYE-16 - DSJ01002-DYE-17 - DSJ01002-DYE-18 - DSJ01002-DYE-19 - DSJ01002-DYE-20 - DSJ01002-DYE-21 - DSJ01002-DYE-22 - DSJ01002-DYE-23 - DSJ01002-DYE-24 - DSJ01002-DYE-25 - DSJ01002-DYE-26 - DSJ01002-DYE-27 - DSJ01002-DYE-28 - DSJ01002-DYE-29 - DSJ01002-DYE-30 - DSJ01002-DYE-31 - DSJ01002-DYE-32 - DSJ01002-DYE-33 - DSJ01002-DYE-34 - DSJ01002-DYE-35 - DSJ01002-DYE-36 - DSJ01002-DYE-37 - DSJ01002-DYE-38 - DSJ01002-DYE-39 - DSJ01002-DYE-40 - DSJ01002-DYE-41 - DSJ01002-DYE-42 - DSJ01002-DYE-43 - DSJ01002-DYE-44 - DSJ01002-DYE-45 - DSJ01002-DYE-46 - DSJ01002-DYE-47 - DSJ01002-DYE-48 - DSJ01002-DYE-49 - DSJ01002-DYE-50 - DSJ01002-DYE-51 - DSJ01002-DYE-52 - DSJ01002-DYE-53 - DSJ01002-DYE-54 - DSJ01002-DYE-55 - DSJ01002-DYE-56 - DSJ01002-DYE-57 - DSJ01002-DYE-58 - DSJ01002-DYE-59 - DSJ01002-DYE-60 - DSJ01002-DYE-61 - DSJ01002-DYE-62 - DSJ01002-DYE-63 - DSJ01002-DYE-64 - DSJ01002-DYE-65 - DSJ01002-DYE-66 - DSJ01002-DYE-67 - DSJ01002-DYE-68 - DSJ01002-DYE-69 - DSJ01002-DYE-70 - DSJ01002-DYE-71 - DSJ01002-DYE-72 - DSJ01002-DYE-73 - DSJ01002-DYE-74 - DSJ01002-DYE-75 - DSJ01002-DYE-76 - DSJ01002-DYE-77 - DSJ01002-DYE-78 - DSJ01002-DYE-79 - DSJ01002-DYE-80 - DSJ01002-DYE-81 - DSJ01002-DYE-82 - DSJ01002-DYE-83 - DSJ01002-DYE-84 - DSJ01002-DYE-85 - DSJ01002-DYE-86 - DSJ01002-DYE-87 - DSJ01002-DYE-88 - DSJ01002-DYE-89 - DSJ01002-DYE-90 - DSJ01002-DYE-91 - DSJ01002-DYE-92 - DSJ01002-DYE-93 - DSJ01002-DYE-94 - DSJ01002-DYE-95 - DSJ01002-DYE-96 - DSJ01002-DYE-97 - DSJ01002-DYE-98 - DSJ01002-DYE-99,"7822929,782292902,24093468",,2964503.0,,9.0,1046038,,,2021-09-24,EN,DK,Ribe,6760,www.ribe-byferie.dk
DSJ011001-FYA,Idas Reesthus,Holiday home,Holiday home,DP,,Denmark,Jütland,Hojer,6280,54.902159,8.751255,4,0,175.0,Gross,,DSJ011001-FYA-01,,"48462305,1873315",5107028.0,,,1051224,,,2021-09-24,DE,DE,Husum,25813,
DSJ011001-FYB,"holiday home, Højer-Idas Reesthus",Holiday home,Holiday home,DP,,Denmark,Jütland,Hojer,6280,54.902159,8.751255,5,0,175.0,Gross,,DSJ011001-FYA-01,"7845655,784565502,24168058","48462308,1873316",5107029.0,,,1051224,,,2021-09-24,DE,DE,Husum,25813,
DSJ011001-FYC,"holiday home, Højer-Idas Reesthus",Holiday home,Holiday home,DP,,Denmark,Jütland,Hojer,6280,54.902159,8.751255,6,0,175.0,Gross,,DSJ011001-FYA-01,"7822900,782290002,24093422","48462309,1873317",5107030.0,,,1051224,,,2021-09-24,DE,DE,Husum,25813,
DSJ02002-FYA,"Holiday complex Danland Ho, Blåvand-T10",Holiday home,Holiday home,DP,,Denmark,Jütland,Blavand,6857,55.54976,8.229237,6,0,78.0,Net,,DSJ02002-FYA-01,"7822938,782293802,24093475","48462313,1873318",5115167.0,,,1045723,,,2021-09-24,DE,DE,Hamburg,20354,www.danland.dk
DSJ02815-CYA,,Holiday home,Holiday home,W,,Denmark,,Henne Strand,0,55.737063,8.182197,2,0,80.0,Net,,DSJ02815-CYA-01,,,,,,55,Local Office,,,DE,DE,,,
DSJ02899-DYC,,Holiday home,Holiday home,W,,Denmark,,Henne Strand,0,55.737063,8.182197,2,0,80.0,Net,,DSJ02899-DYC-01,,,2964513.0,,,55,Local Office,,,DE,DE,,,
DSJ02927-CYB,,Holiday home,Holiday home,W,,Denmark,,Henne Strand,0,55.737063,8.182197,2,0,80.0,Net,,DSJ02927-CYB-01,,,2964519.0,,,55,Local Office,,,DE,DE,,,
DSJ02999-DYD,,Holiday home,Holiday home,W,,Denmark,,Henne Strand,0,55.737063,8.182197,2,0,80.0,Net,,DSJ02999-DYD-01,,,2964526.0,,,55,Local Office,,,DE,DE,,,
DSL02001-FYA,"Holiday complex Danland, Karrebaeksminde-T4",Holiday home,Holiday home,DP,,Denmark,Seeland,Karrebæksminde,4736,55.175316,11.655366,4,0,65.0,Net,,DSL02001-FYA-01,,,5109620.0,,,1045723,,,2021-09-24,DE,DE,Hamburg,20354,www.danland.dk
DSO01002-FYA,,Holiday home,Holiday home,W,,Denmark,,Gråsten,0,54.918661,9.582813,2,0,80.0,Net,,DSO01002-FYA-01,,,2964532.0,,,55,Local Office,,,DE,DE,,,
DSO01002-FYB,,Holiday home,Holiday home,W,,Denmark,,Gråsten,0,54.918661,9.582813,2,0,80.0,Net,,DSO01002-FYB-01,,,2964538.0,,,55,Local Office,,,DE,DE,,,
DZ-00000-01,,Bungalow,Bungalow,L,,,,Oran,,35.69874,-0.63493,6,0,,Exclusive revenue management flexibility (FME),2019-12-25,DZ-00000-01,,,,,,1018333,Private Homeowner,,2019-12-25,FR,DZ,,,
DZ-00000-02,,Villa,Villa,L,,,,Boumerdès,,36.75107,3.47889,4,0,,Exclusive revenue management flexibility (FME),2020-01-11,DZ-00000-02,,,,,,1023683,Private Homeowner,,2020-01-11,FR,DZ,,,
EG-00000-01,,Holiday home,Holiday home,P,,,,El Quseir,,26.10135,34.28031,12,0,,Exclusive revenue management flexibility (FME),2019-12-18,EG-00000-01,,,,,,1016094,Private Homeowner,,2019-12-18,NL,EG,,,
EG-00000-02,,Chalet,Chalet,L,,,,Sharm-el-Sheikh,,27.96542,34.36178,2,0,,Exclusive revenue management flexibility (FME),2020-01-18,EG-00000-02,,,,,,1026058,Private Homeowner,,2020-01-18,NL,EG,,,
EIR01012-FYA,,Holiday home,Holiday home,W,,,,Ballyshannon,0,54.502988,-8.192042,2,0,80.0,Net,,EIR01012-FYA-01,,,2964542.0,,,55,Local Office,,,DE,DE,,,
EIR01012-FYC,,Holiday home,Holiday home,W,,,,Ballyshannon,0,54.502988,-8.192042,2,0,80.0,Net,,EIR01012-FYC-01,,,2964548.0,,,55,Local Office,,,DE,DE,,,
EIR01012-LYB,,Holiday home,Holiday home,W,,,,Ballyshannon,0,54.502988,-8.192042,2,0,80.0,Net,,EIR01012-LYB-01,,,2964554.0,,,55,Local Office,,,DE,DE,,,
EIR01012-LYD,,Holiday home,Holiday home,W,,,,Ballyshannon,0,54.502988,-8.192042,2,0,80.0,Net,,EIR01012-LYD-01,,,2964562.0,,,55,Local Office,,,DE,DE,,,
EIR01013-F,,Holiday home,Holiday home,W,,,,Ballindoon,0,54.087198,-8.32716,2,0,80.0,Net,,EIR01013-F-01,,,2964571.0,,,55,Local Office,,,DE,DE,,,
EIR01015-P,Holiday apartment Tawnylust Lodge in Manorhamilton,Apartment,Apartment,W,,Ireland,Nordwestirland,Manorhamilton,F91F8Y8,54.306762,-8.095926,2,0,47.0,Net,2022-05-12,EIR01015-P-01,"4471216,447121602,13512177",,2964576.0,,8.7,1046802,,,2021-09-24,EN,IE,Manorhamilton,F91F8Y8,www.tawnylustlodge.com
EIR01016-F,,Holiday home,Holiday home,W,,,,Tubbercurry,0,54.055226,-8.729824,2,0,80.0,Net,,EIR01016-F-01,,,2964582.0,,,55,Local Office,,,DE,DE,,,
EIR011001-CYA,,Holiday home,Holiday home,W,,,,Fanad Head,0,55.276282,-7.631297,2,0,80.0,Net,,EIR011001-CYA-01,,,2964587.0,,,1047173,,,2021-09-24,EN,IE,Letterkenny,0-,www.fanadlighthouse.com
EIR011001-CYB,,Holiday home,Holiday home,W,,,,Fanad Head,0,55.276282,-7.631297,2,0,80.0,Net,,EIR011001-CYB-01,,,2964594.0,,,1047173,,,2021-09-24,EN,IE,Letterkenny,0-,www.fanadlighthouse.com
EIR011001-DYC,,Holiday home,Holiday home,W,,,,Fanad Head,0,55.276282,-7.631297,2,0,80.0,Net,,EIR011001-DYC-01,,,2964596.0,,,1047173,,,2021-09-24,EN,IE,Letterkenny,0-,www.fanadlighthouse.com
EIR011002-CYA,"Holiday flats, Clogherrevagh-One-bedroom",Apartment,Apartment,W,,Ireland,Nordwestirland,Clogherrevagh,F91TCN3,54.25905,-8.383685,2,0,,Gross,2022-05-12,EIR011002-CYA-01 - EIR011002-CYA-02 - EIR011002-CYA-03 - EIR011002-CYA-04 - EIR011002-CYA-05,,,2993050.0,,,1047428,,,2021-09-24,EN,IE,Sligo,F91TCN3,www.sala.ie
EIR011002-DYB,"Holiday flats, Clogherrevagh-Two-bedroom",Apartment,Apartment,W,,Ireland,Nordwestirland,Clogherrevagh,F91TCN3,54.25905,-8.383685,4,0,,Gross,,EIR011002-DYB-01 - EIR011002-DYB-02 - EIR011002-DYB-03 - EIR011002-DYB-04 - EIR011002-DYB-05,,,2993053.0,,,1047428,,,2021-09-24,EN,IE,Sligo,F91TCN3,www.sala.ie
EIR011002-EYC,"Holiday flats, Clogherrevagh-Three-bedroom",Apartment,Apartment,W,,Ireland,Nordwestirland,Clogherrevagh,F91TCN3,54.25905,-8.383685,6,0,,Gross,,EIR011002-EYC-01 - EIR011002-EYC-02 - EIR011002-EYC-03 - EIR011002-EYC-04 - EIR011002-EYC-05,,,2993055.0,,,1047428,,,2021-09-24,EN,IE,Sligo,F91TCN3,www.sala.ie
EIR011003-F,Alder Cottage Dromahair Co Leitrim Ireland,Holiday home,Holiday home,W,,Ireland,Nordwestirland,Dromahair,F91 R9N4,54.26222,-8.234023,5,0,107.0,Net,2022-09-07,EIR011003-F-01,"5717701,571770102,16063345",,2964604.0,,8.7,1047997,,,2021-09-24,EN,IE,Dromahair,F91R9N4,www.aldercottage.com
EIR011004-LYA,Holiday accomodations Donegal Boardwalk Carrickart Co Donegal,Holiday home,Holiday home,W,,Ireland,Nordwestirland,Carrickart,F92 Y898,55.144596,-7.835473,6,0,,Net,2022-11-30,EIR011004-LYA-01,,,2993315.0,,,1044948,,,2021-09-24,EN,IE,Kenmare,V93XT57,www.dreamireland.com
EIR011005-IYA,,Holiday home,Holiday home,W,,,,Manorhamilton,,54.304874,-8.176696,2,0,80.0,Exclusive revenue management flexibility (FME),,EIR011005-IYA-01,,,2998554.0,,,55,Local Office,,,DE,DE,,,
EIR011005-IYB,,Holiday home,Holiday home,W,,,,Manorhamilton,,54.304874,-8.176696,2,0,80.0,Exclusive revenue management flexibility (FME),,EIR011005-IYB-01,,,2998555.0,,,55,Local Office,,,DE,DE,,,
EIR02007-FYA,"Holiday resort, Ballyvaughan-529772",Holiday home,Holiday home,W,,Ireland,Westirland,Ballyvaughan,,53.11569,-9.148787,6,0,,Net,,EIR02007-FYA-01,,,2964609.0,,8.1,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR02007-FYB,,Holiday home,Holiday home,W,,,,Ballyvaughan,H91 YD68,53.115533,-9.149423,2,0,80.0,Net,,EIR02007-FYB-01,,,2964611.0,,,55,Local Office,,,DE,DE,,,
EIR02010-CYB,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR02010-CYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02010-DYC,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR02010-DYC-01,,,2983988.0,,,55,Local Office,,,DE,DE,,,
EIR02010-DYD,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR02010-DYD-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02010-FYA,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR02010-FYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02010-FYE,,Holiday home,Holiday home,W,,,,Cooraclare,0,52.702718,-9.418407,2,0,80.0,Net,,EIR02010-FYE-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02013-IYA,,Holiday home,Holiday home,W,,,,Kilkee,0,52.682823,-9.644412,2,0,80.0,Net,,EIR02013-IYA-01,,,2964617.0,,,55,Local Office,,,DE,DE,,,
EIR02019-F,"holiday home, Castlebar-Shanvalley Cottage",Holiday home,Holiday home,W,,Ireland,Westirland,Castlebar,,53.9483,-9.288842,6,0,75.0,Exclusive revenue management flexibility (FME),,EIR02019-F-01,,,5020042.0,,9.4,1044703,,,2021-09-24,EN,IE,Co. Mayo,XXXX,www.shanvalley.ie
EIR02030-LYA,,Holiday home,Holiday home,W,,,,Lahinch,0,52.933463,-9.344077,2,0,80.0,Net,,EIR02030-LYA-01,,,2964620.0,,,55,Local Office,,,DE,DE,,,
EIR02044-F,"holiday home, Renvyle-Cathryns Cottage",Cottage,Cottage,W,,Ireland,Westirland,Renvyle,00,53.591625,-9.967153,4,0,,Net,2022-05-19,EIR02044-F-01,"4858408,485840802,14227361",,2983125.0,,8.3,1044755,,,2021-09-24,EN,IE,Dublin 3,0-,
EIR02053-FYA,,Holiday home,Holiday home,W,,,,Doolin,V95R8R6,53.016029,-9.37742,2,0,80.0,Net,,EIR02053-FYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02054-FYA,"Holiday homes Burren Way Cottages, Bellharbour-529734",Holiday home,Holiday home,W,,Ireland,Westirland,Bellharbour,,53.117317,-9.068708,6,0,,Net,,EIR02054-FYA-01,,,2964623.0,,8.5,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR02054-FYB,,Holiday home,Holiday home,W,,,,Bellharbour,,53.116935,-9.069182,2,0,80.0,Net,,EIR02054-FYB-01,,,,,,55,Local Office,,,DE,DE,,,
