PropertyCode,Country,RegionCode,AccoType,Product,CreationDate,DDate,WDate,PlaceId,SubPlaceId,PriceMethod,PriceExtention,PriceTemplate,Sales,SalesLARSId,ReportsTo,ReportsToLARSId,Service,ServiceLARSId,OriginalUser,OriginalUserLARSId,Status,Homeowner,Caretaker,ContractType,SalesManager,CombiPlanning,Latitude,Longitude,TakenOverFrom,TakenOverFromDate,Rank,Zipcode,City,Company,Flex,MiniStay,FlexMini,Hash,OriginFile,LoadEpoch,LoadDatetime
AT-6780-92,AT,103,,Vakantiepark,2022-05-27,2022-05-31,,1014.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Eva van der Ploeg,evavdp,Guido Janse,guido,D,1057351,1057351,API connection contract,Guido Janse,no,47.065598,9.935472,,,Bronze,6780,Schruns,PRK,,,,-165877009740125220,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-2400-26,BE,antw,,Vakantiepark,2008-07-23,2008-10-17,2011-01-26,12.0,13.0,LOS,Interface,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,914839,914839,API connection contract,Guido Janse,no,51.221356,5.183293,,,Bronze,2400,Mol,PRK,,,,-8743924196126647027,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6666-33,BE,luxm,,Vakantiepark,2017-10-24,2017-11-02,2022-03-26,569.0,402.0,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Roos van Vreden,roosvv,Zoë Verweijen,zoev,W,910121,909432,Priority rental price contract (FMNE),Guido Janse,no,50.169883,5.769064,,,Bronze,6661,Dinez,PRK,,,,-6854710840997872172,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6690-72,BE,luxm,,Vakantiepark,2008-07-24,2008-10-21,2011-01-02,508.0,417.0,LOS,Interface,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,914839,914839,API connection contract,Guido Janse,no,50.309672,5.959552,,,Bronze,6690,Vielsalm,PRK,,,,5919540889419789959,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6940-317,BE,luxm,,Vakantiepark,2020-05-24,1998-12-15,,560.0,464.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,D,910115,913368,API connection contract,Guido Janse,no,50.353635,5.477521,,,Bronze,6940,Durbuy,PRK,,,,-5167780395347485985,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-6990-15,BE,luxm,,Vakantiepark,2005-12-07,2005-12-07,2021-09-27,818.0,522.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,910115,913365,API connection contract,Guido Janse,no,50.28539,5.4815,,,Bronze,6990,Hotton,PRK,,,,757715605443993271,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
BE-8490-09,BE,wvld,,Vakantiepark,2019-01-23,2019-07-25,,824.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Sanne den Boer,sannedbo,Sanne den Boer,sannedbo,D,926429,926429,API connection contract,Guido Janse,no,51.185197,3.101576,,,Bronze,8490,Jabbeke,PRK,,,,-5447670778444149953,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-35110-11,DE,hess,,Vakantiepark,2001-04-24,2001-04-24,2013-01-07,3111.0,,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,9984,9984,Priority rental price contract (FMNE),Guido Janse,no,51.102591,8.943604,,,Bronze,35110,Frankenau,PRK,,,,-3498675555285753801,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-36280-09,DE,hess,,Vakantiepark,1997-12-22,1997-12-22,2016-12-23,270.0,149.0,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,1941,1941,Priority rental price contract (FMNE),Guido Janse,no,50.846394,9.449422,,,Bronze,36280,Oberaula-Hausen,PRK,,,,3751509847005772309,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-54666-01,DE,rhpf,,Vakantiepark,2023-06-23,2023-06-29,,27759.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Steven Nottelman,stevenn,D,1065839,1065839,API connection contract,Guido Janse,no,49.842169,6.457431,,,Bronze,54666,Irrel,PRK,,,,573888555923230392,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-56812-06,DE,mosl,,Vakantiepark,2007-10-31,2007-10-31,2022-04-01,1299.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,10905,10905,API connection contract,Guido Janse,no,50.12151,7.16604,,,Bronze,56812,Cochem,PRK,,,,3062085770786001177,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-59955-146,DE,saur,,Vakantiepark,2015-12-03,2015-12-08,2020-09-29,3414.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,949316,949316,API connection contract,Guido Janse,no,51.188086,8.511566,,,Bronze,59955,Winterberg,PRK,,,,2078763202025468755,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-59955-380,DE,saur,,Vakantiepark,2022-04-11,2022-04-25,,24017.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Eva van der Ploeg,evavdp,Guido Janse,guido,D,1052500,1052500,API connection contract,Guido Janse,no,51.188935,8.514608,,,Bronze,59955,Winterberg,PRK,,,,-8397068038708528627,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-66625-03,DE,rhpf,,Vakantiepark,2013-12-11,2013-12-11,,7760.0,,LOS,Interface,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Guido Janse,guido,DP,975648,975648,API connection contract,Guido Janse,no,49.569035,7.082775,,,Bronze,66625,Nohfelden,PRK,,,,-5114444972793973679,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-78073-03,DE,swwd,,Vakantiepark,1997-12-08,1997-12-08,2018-05-24,3505.0,2501.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,915993,915993,API connection contract,Guido Janse,no,47.99248,8.63656,,,Bronze,78073,Bad Dürrheim-Öfingen,PRK,,,,-314461190405473321,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
DE-94481-02,DE,bay,,Vakantiepark,2007-11-15,2007-11-15,2016-09-19,3589.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,10905,10905,API connection contract,Guido Janse,no,48.86389,13.39724,,,Bronze,94481,Grafenau,PRK,,,,8708237371916834626,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
LU-7633-01,LU,luluxm,,Vakantiepark,2023-02-28,2023-05-22,,27509.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Steven Nottelman,stevenn,D,1066011,1066011,API connection contract,Guido Janse,no,49.799849,6.198137,,,Bronze,7633,Larochette-Medernach,PRK,,,,-7932896149360297415,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1131-14,NL,nrdh,,Vakantiepark,2019-05-23,2019-06-07,,2685.0,1407.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,52.492116,5.064096,,,Bronze,1131PW,Volendam,PRK,,,,-6819402904549770347,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1231-04,NL,nrdh,,Vakantiepark,2006-02-21,2023-10-20,,11906.0,,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,906643,906643,Priority rental price contract (FMNE),Guido Janse,no,52.188141,5.096139,,,Bronze,1231LE,Nieuw-Loosdrecht,PRK,,,,-2849267361848574078,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1487-16,NL,nrdh,,Vakantiepark,2016-06-16,2016-07-15,2017-04-13,5527.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Elles Limburg,elles,W,1037271,1037271,API connection contract,Guido Janse,no,52.546518,4.810359,,,Bronze,1487ME,Oost-Graftdijk,PRK,,,,-3340619039734114082,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1487-25,NL,nrdh,,Vakantiepark,2020-06-04,2018-07-30,,14571.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Steven Nottelman,stevenn,DP,1037271,1037271,API connection contract,Guido Janse,no,52.553873,4.797832,,,Bronze,1486MT,West-Graftdijk,PRK,,,,9019942597827690865,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1795-14,NL,wad,,Vakantiepark,2009-03-12,2009-03-23,,419.0,191.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,905162,905162,API connection contract,Guido Janse,no,53.15118,4.85978,,,Bronze,1795JV,De Cocksdorp Texel,PRK,,,,497147859426997194,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1796-04,NL,wad,,Vakantiepark,2005-03-21,2005-03-21,,6173.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,905162,905162,API connection contract,Guido Janse,no,53.076568,4.754369,,,Bronze,1796PS,De Koog Texel,PRK,,,,633553198185870390,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1796-13,NL,wad,,Vakantiepark,2011-08-18,2011-09-06,,419.0,193.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,53.09541,4.764731,,,Bronze,1796CD,De Koog Texel,PRK,,,,9136746643254249336,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1797-12,NL,wad,,Vakantiepark,2019-06-03,2019-06-06,,15781.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Guido Janse,guido,D,905162,905162,API connection contract,Guido Janse,no,53.021738,4.740735,,,Bronze,1797RN,Den Hoorn,PRK,,,,2308363263450056644,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-1981-08,NL,nrdh,,Vakantiepark,2022-11-28,2022-11-28,,6065.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Guido Janse,guido,DP,1037271,1037271,API connection contract,Guido Janse,no,52.431587,4.708509,,,Bronze,1981LK,Velsen-Zuid,PRK,,,,7669632861701673098,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-2041-04,NL,nrdh,,Vakantiepark,2010-02-02,2010-02-02,2019-12-13,2664.0,1372.0,LOS,Interface,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,919538,919538,API connection contract,Guido Janse,no,52.379699,4.537675,,,Bronze,2041BE,Zandvoort aan zee,PRK,,,,-1520603688875695023,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-2041-13,NL,nrdh,,Vakantiepark,2019-01-02,2019-05-17,,2664.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,1040963,1040963,API connection contract,Guido Janse,no,52.386949,4.535218,,,Gold 3,2041JA,Zandvoort,PRK,,,,6068888024876509769,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-2204-21,NL,zuih,,Vakantiepark,2013-01-15,2013-01-15,2013-01-24,425.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,926080,926080,API connection contract,Guido Janse,no,52.28651,4.48982,,,Bronze,2204AJ,Noordwijk,PRK,,,,7862610589096792369,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-3253-95,NL,zuih,,Vakantiepark,2020-02-09,2021-05-31,,5179.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Steven Nottelman,stevenn,DP,975648,975648,API connection contract,Guido Janse,no,51.756419,3.860439,,,Bronze,3253MG,Ouddorp,PRK,,,,-4157981109206935663,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-3861-09,NL,geld,,Vakantiepark,2022-01-05,,,2174.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,DP,1037271,1037271,API connection contract,Guido Janse,no,52.256979,5.466897,,,Bronze,3861MZ,Nijkerk,PRK,,,,-1253070142066310992,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-3951-09,NL,utr,,Vakantiepark,2020-08-17,2020-11-19,,10862.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,DP,1076047,1076047,API connection contract,Guido Janse,no,52.077246,5.379151,,,Bronze,3951KD,Maarn,PRK,,,,-962996720168301479,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4041-02,NL,geld,,Vakantiepark,2007-01-03,2007-01-03,2021-01-04,435.0,211.0,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,907389,907389,Priority rental price contract (FMNE),Guido Janse,no,51.94457,5.58742,,,Bronze,4041EG,Kesteren,PRK,,,,9087372415201669430,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4357-35,NL,zeel,,Vakantiepark,2014-09-18,2014-10-01,,7930.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.564361,3.498114,,,Bronze,4357AR,Domburg,PRK,,,,1526730375977513550,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4357-71,NL,zeel,,Vakantiepark,2021-05-11,2017-07-21,,7930.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Steven Nottelman,stevenn,D,10511,10511,API connection contract,Guido Janse,no,51.559263,3.488619,,,Bronze,4357RD,Domburg,PRK,,,,17570430470928499,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4493-151,NL,zeel,,Vakantiepark,2020-03-05,2019-10-30,,5214.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.560194,3.685642,,,Bronze,4493DK,Kamperland,PRK,,,,3731345145863517703,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4493-16,NL,zeel,,Vakantiepark,2008-03-20,2008-11-11,2023-10-27,437.0,215.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,10511,10511,API connection contract,Guido Janse,no,51.588893,3.72238,,,Bronze,4493ZG,Kamperland,PRK,,,,2513843585785632677,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4504-95,NL,zeel,,Vakantiepark,2024-04-17,2024-05-08,,9139.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Guido Janse,guido,D,1073001,1073001,API connection contract,Guido Janse,no,51.3857,3.459367,,,Bronze,4504PR,Nieuwvliet,PRK,,,,-1460604027076352469,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4904-46,NL,nrdb,,Vakantiepark,2020-06-24,2018-12-20,,441.0,220.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.62953,4.83205,,,Bronze,4904SG,Oosterhout,PRK,,,,-3163170488729722154,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-4904-55,NL,nrdb,,Vakantiepark,2022-07-06,2022-07-06,,441.0,220.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.62953,4.83205,,,Bronze,4904SG,Oosterhout,PRK,,,,-4454456057714446796,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5373-18,NL,nrdb,,Vakantiepark,2010-12-28,2010-12-28,2016-07-20,444.0,223.0,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,902828,902828,Priority rental price contract (FMNE),Guido Janse,no,51.76328,5.62186,,,Bronze,5373KL,Herpen,PRK,,,,4324135423877781073,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5374-17,NL,nrdb,,Vakantiepark,2019-04-09,2019-04-10,,6050.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.730952,5.642097,,,Bronze,5374RW,Schaijk,PRK,,,,146121921376104313,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5439-15,NL,nrdb,,Vakantiepark,2021-04-15,2020-05-03,,15601.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Roos van Vreden,roosvv,Steven Nottelman,stevenn,DP,1037271,1037271,API connection contract,Guido Janse,no,51.742172,5.83955,,,Bronze,5439NR,Linden,PRK,,,,-7494384705006044411,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5731-29,NL,nrdb,,Vakantiepark,2023-07-06,2023-07-06,,445.0,224.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.43834,5.59107,,,Bronze,5731AA,Mierlo,PRK,,,,-3013820428312175639,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5944-41,NL,lim,,Vakantiepark,2013-01-15,2013-01-18,,447.0,226.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,10511,10511,API connection contract,Guido Janse,no,51.4993,6.19748,,,Bronze,5944EX,Arcen,PRK,,,,-1558314587552853848,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5944-50,NL,lim,,Vakantiepark,2016-08-22,,,447.0,226.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Elles Limburg,elles,DP,10511,10511,API connection contract,Guido Janse,no,51.4993,6.19748,,,Bronze,5944EX,Arcen,PRK,,,,1047883393090400854,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-5951-16,NL,lim,,Vakantiepark,2021-11-11,2021-11-30,,17597.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,DP,1075995,1075995,API connection contract,Guido Janse,no,51.308244,6.146005,,,Bronze,5951NS,Belfeld,PRK,,,,-2408088424317152863,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6002-03,NL,lim,,Vakantiepark,2008-12-10,2008-12-11,2018-01-25,448.0,227.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,10511,10511,API connection contract,Guido Janse,no,51.25104,5.65056,,,Bronze,6002ST,Weert,PRK,,,,4342955998001951108,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6271-47,NL,lim,,Vakantiepark,2022-05-31,2022-07-30,,2218.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,DP,1037271,1037271,API connection contract,Guido Janse,no,50.806834,5.894262,,,Bronze,6271NP,Gulpen,PRK,,,,-8444121427351042663,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6271-56,NL,lim,,Vakantiepark,2023-06-27,2023-06-28,,2218.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,DP,1066011,1066011,API connection contract,Guido Janse,no,50.806834,5.894262,,,Bronze,6271NP,Gulpen,PRK,,,,-345619960962694528,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6445-26,NL,lim,,Vakantiepark,2016-06-17,2017-05-18,,451.0,230.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Elles Limburg,elles,DP,1037271,1037271,API connection contract,Guido Janse,no,50.92962,5.97697,,,Bronze,6445CP,Brunssum,PRK,,,,-3437480106625259182,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6731-73,NL,geld,,Vakantiepark,2021-12-07,2021-12-31,,10820.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Steven Nottelman,stevenn,DP,1076000,1076000,API connection contract,Guido Janse,no,52.090218,5.782438,,,Bronze,6731CK,Otterlo,PRK,,,,6186696935300414827,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6741-09,NL,geld,,Vakantiepark,2008-09-19,2008-12-01,2018-08-08,455.0,234.0,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,902787,902787,Priority rental price contract (FMNE),Guido Janse,no,52.090471,5.661641,,,Bronze,6741KE,Lunteren,PRK,,,,-2419190014122207003,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-6741-72,NL,geld,,Vakantiepark,2023-01-09,2023-01-09,,6009.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Guido Janse,guido,D,926080,926080,API connection contract,Guido Janse,no,52.08818,5.669023,,,Bronze,6741KP,Lunteren,PRK,,,,7330464534707941805,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7241-49,NL,geld,,Vakantiepark,2020-06-22,2018-01-26,,458.0,237.0,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Steven Nottelman,stevenn,DP,1037271,1037271,API connection contract,Guido Janse,no,52.143036,6.382134,,,Bronze,7241SC,Lochem,PRK,,,,-6198691722880309347,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7361-28,NL,geld,,Vakantiepark,2022-07-19,2022-07-19,,5764.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,D,926080,926080,API connection contract,Guido Janse,no,52.14581,5.963349,,,Bronze,7361TC,Beekbergen,PRK,,,,-2233560655735613947,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7447-14,NL,ovr,,Vakantiepark,2013-04-12,2013-04-12,2015-01-02,460.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,907207,907207,API connection contract,Guido Janse,no,52.433353,6.413473,,,Bronze,7447PP,Hellendoorn,PRK,,,,2499019335090655444,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7645-14,NL,ovr,,Vakantiepark,2011-08-29,2011-09-06,2023-01-06,5088.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,10511,10511,API connection contract,Guido Janse,no,52.41309,6.554825,,,Bronze,7645AM,Hoge Hexel,PRK,,,,-6627398288972459473,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7751-16,NL,dren,,Vakantiepark,2020-03-09,2013-12-24,,7817.0,,LOS,Interface,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Lize van Walsem,lizevw,Mette Oros,metteo,DP,975648,975648,API connection contract,Guido Janse,no,52.674444,6.775775,,,Bronze,7751SH,Dalen,PRK,,,,2760798319035837080,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7828-02,NL,dren,,Vakantiepark,2011-03-15,2011-04-13,2020-01-14,5382.0,,LOS,Interface,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,919538,919538,API connection contract,Guido Janse,no,52.730242,6.905006,,,Bronze,7828AA,Emmen,PRK,,,,3985494121319772341,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7863-03,NL,dren,,Vakantiepark,2005-07-11,2005-07-11,2017-05-30,2424.0,1128.0,LOS,Manual,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Amanda Meyer,amanda,Guido Janse,guido,W,904143,904143,Priority rental price contract (FMNE),Guido Janse,no,52.751594,6.687648,,,Bronze,7863PD,Gees,PRK,,,,4014940417814106104,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
NL-7963-20,NL,dren,,Vakantiepark,2022-06-11,2022-06-11,2023-01-31,5798.0,,LOS,Interface+Booking,Flat Price Structure,Guido Janse,guido,Guido Janse,guido,Nathalie Pedrosa De Deus Mateus,nathaliepddm,Guido Janse,guido,W,1037271,1037271,API connection contract,Guido Janse,no,52.774861,6.369415,,,Bronze,7963PX,Ruinen,PRK,,,,-4033002935614353367,huis-a-15-v1.20260129,1769688004.4726071,2026-01-29 12:00:04
